qid,caption_count,grouping,group_count,requires_multiple,coverage,reference_consistency,reason_zh,groups,missing_zh
videomme:804-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:805-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:805-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:806-1,39,multi,3,yes,sufficient,consistent,题目询问赢得比赛的关键。证据分布在多个阶段：首先需看到选手建立高塔（G01），其次需观察到选手在后期刻意保护该塔不被碰倒（G02），最后通过评委复盘确认获胜者是凭借未倒塌的高塔而非推倒重建（G03）。单一组别无法完整呈现“利用现有高塔且不推倒”这一核心策略及其结果验证。,G01 540.0-780.0s 任务规则与初始堆叠 | G02 780.0-830.0s 保持塔身不倒塌的策略 | G03 850.0-890.0s 获胜原因与对比,
videomme:806-2,39,multi,2,yes,partial,conflict,视频后半段包含多个不同选手处理鸭子的片段（如C00206-208和C00224-228）。题目询问“用时最短的选手”，需结合多组画面判断具体是哪位选手及其动作。然而，所有相关Caption均描述为“pushing”、“rolling”、“tugs at a rope”或“kicks”，没有任何一处明确提到“dragging by its tail”。因此证据分散且缺失关键细节，无法确证参考答案，判定为冲突/部分覆盖。,G01 2060.0-2090.0s 早期推滚入水阶段 | G02 2240.0-2290.0s 后期推挤入水阶段,明确指出哪位选手用时最短的信息 | 任何关于“抓住鸭子尾巴拖动”的具体视觉描述
videomme:806-3,0,not_reviewable,0,unclear,unclear,unclear,历史有题目/判定记录，但没有可恢复的caption选择或时间窗口,,
videomme:807-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:807-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:807-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:808-1,26,single,1,no,sufficient,consistent,问题询问Sal演讲中提到的Crystal和Gary的关系。Caption C00000在视频早期直接指出“we're here at Gary and Crystal's wedding”，即两人是结婚对象（Spouses）。后续演讲内容虽多，但核心事实已在开场白中由单一组证据充分支持，无需联合其他组。,G01 0.0-10.0s 婚礼背景与人物关系确认,
videomme:808-2,28,multi,3,yes,partial,consistent,回答为何扑向桌子需要结合多个语义组：首先需从开头的朋友互动（G01）推断出这是群体策划的恶作剧；其次确认中间部分的具体扑桌动作（G02）；最后通过结尾的摔倒和旁观者反应（G03）验证该行为的目的是测试桌子稳固性（即找坏桌子）。单一组别无法完整解释动机与结果的因果链。,G01 850.0-880.0s 朋友布置任务/背景 | G02 930.0-1010.0s 餐厅内扑向桌子动作 | G03 950.0-1110.0s 监控室反应与结果,Caption文本未明确提及‘寻找坏桌子’的具体口头指令内容，仅能通过视觉动作（扑桌、摔倒）和情境（truTV恶作剧节目风格、朋友围观大笑）进行合理推断。
videomme:808-3,23,multi,2,yes,sufficient,consistent,问题询问为何被嘘。证据需结合两部分：一是他在入口收钱（C00164/165），二是随后在演出中观众愤怒质问钱财去向及他登台面对人群（C00173/180/182）。单一组无法完整解释因果，需联合多组事件推断出“免费演出却收费导致愤怒”。,G01 1640.0-1660.0s Brian Quinn收取入场费 | G02 1730.0-1830.0s 现场演出与观众反应,
videomme:809-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:809-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:810-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:810-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:810-3,58,multi,4,yes,sufficient,consistent,题目询问两人从何种状态到何种状态的转变。需结合视频前半部分展示两人的不良行为（自私/叛逆）与后半部分读信后的情感反应（感恩/愧疚）进行对比，证据跨越多个事件阶段。,G01 10.0-130.0s Bailey初期自私任性表现 | G02 140.0-260.0s Jono初期叛逆冷漠表现 | G03 1600.0-1730.0s Bailey读信后转变感恩 | G04 1730.0-1840.0s Jono读信后愧疚反思,
videomme:811-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:811-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:811-3,244,multi,2,yes,sufficient,consistent,题目询问哪个表演的结果未知。需对比不同选手的结局：第一位选手有明确的四票通过记录，而第六位选手在视频片段中只展示了表演结束后的反应，没有给出最终判定。因此需要联合这两个事件组进行对比才能得出答案。,G01 10.0-460.0s 第一位选手表演及结果 | G02 1300.0-2250.0s 第六位选手表演及结果,
videomme:812-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:812-2,34,multi,2,yes,sufficient,consistent,问题询问第三和第四个节目的共同点。Caption序列显示两个不同的表演段落（约650-820s为水上杂技/人体塔，830-1000s为秋千/跳水）。需分别识别这两个独立事件组，并对比其内容以确认“都有水”这一共同特征。单看一组无法回答关于两组共同点的问题。,G01 650.0-820.0s 第三节目：水上杂技与人体塔 | G02 830.0-1000.0s 第四节目：秋千框架与跳水入水,
videomme:812-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:813-1,154,multi,3,yes,sufficient,consistent,视频通过不同时间段分别展示了Cyr轮/吊环（G01）、绳索/绸吊（G02）和呼啦圈（G03）这三种杂技技能。选项A（蹦床）虽未明确提及但属于常见马戏元素，而选项D（高跷/Stilts）在所有提供的字幕中完全没有任何描述或视觉证据支持其出现。因此，需要联合多个组别的证据来排除已出现的技能，从而确定缺失的是高跷。,G01 40.0-340.0s 空中吊环与Cyr轮表演 | G02 390.0-810.0s 绳索与绸吊空中表演 | G03 1410.0-1710.0s 呼啦圈特技表演,
videomme:813-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:813-3,198,multi,3,yes,sufficient,consistent,"问题询问最后一次表演的独特之处。通过对比不同时间段的Caption，早期表演（如Cyr wheel）主要依赖录音音乐，而最后的大型群舞/杂技表演（C00175-C00214）中多次明确提到现场乐队（live band, drummer, cellist等）在台上演奏。这需要联合多个组的信息来确认“融入乐器”是最后阶段的特征。",G01 40.0-340.0s 早期无乐器伴奏表演 | G02 450.0-800.0s 中期有乐手伴奏的表演 | G03 840.0-2150.0s 后期乐队现场伴奏表演,
videomme:814-1,28,multi,3,yes,sufficient,conflict,题目询问视频中“缺失”的技能。Caption证据显示视频包含了蹦床（G01）、鞍马（G02）和绳索/空中技巧（G03）。选项D（独轮车）在所有提供的Caption中均未出现。因此，回答需要联合多个组来确认哪些技能是存在的，从而通过排除法确定缺失的是独轮车。参考答案为Trampoline，但Caption C00064-C00085明确且反复提到trampolines，故参考答案与文本证据冲突。,G01 640.0-860.0s 蹦床杂技表演 | G02 2900.0-2940.0s 鞍马杂技表演 | G03 0.0-10.0s 绳索/空中绸吊表演,
videomme:814-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:814-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:815-1,5,multi,5,yes,sufficient,consistent,问题询问前五个节目的共同点。Caption分别描述了五个不同的表演片段，每个片段都明确提到了使用“hoop”或“ring”类道具（如大型圆环、白色圆环、六边形环、空中吊环、绳索大环）。要得出“都使用环状道具”这一结论，必须联合这五个独立的事件组进行归纳，因此需要多组证据。,G01 20.0-30.0s 节目一：独舞呼啦圈 | G02 320.0-330.0s 节目二：多人白环舞 | G03 540.0-550.0s 节目三：六边形环传递 | G04 840.0-850.0s 节目四：空中吊环 | G05 1120.0-1130.0s 节目五：绳索大环,
videomme:815-2,26,multi,2,yes,sufficient,consistent,题目询问哪两个节目在“环”的使用上有相似之处。Caption明确区分了两个不同的节目（VOLTA和LUZIA），且两者都使用了垂直堆叠的环状道具供演员穿越或互动。回答需要对比这两个不同节目组的证据才能得出相似性结论，因此需要联合多个组。,G01 510.0-630.0s VOLTA节目中的六边形环道具 | G02 1110.0-1250.0s LUZIA节目中的金属环道具,
videomme:815-3,0,not_reviewable,0,unclear,unclear,unclear,历史有题目/判定记录，但没有可恢复的caption选择或时间窗口,,
videomme:816-1,0,not_reviewable,0,unclear,unclear,unclear,历史有题目/判定记录，但没有可恢复的caption选择或时间窗口,,
videomme:816-2,38,multi,2,yes,partial,conflict,视频展示了舞狮在高桩上的连续表演。前半部分（G01）为踩桩跳跃，后半部分（G02）出现口吐横幅动作。参考答案顺序为(a)(c)(b)，即先横幅，再接球，最后跌落。Caption中仅支持(a)发生在(b)之前（因为所有caption都在桩上或刚下桩，未提及跌落，且横幅出现在后期）。但Caption完全缺失选项(c)“接住地面人员扔的球”的描述，也缺失选项(b)“从高台跌落”的描述。因此证据不足以验证完整序列，且与参考答案存在事实性冲突（无接球和跌落记录）。,G01 330.0-710.0s 踩上高桩表演 | G02 750.0-910.0s 口中展开横幅,没有关于狮子接住地面人员扔的球的描述 (Option c) | 没有关于狮子从高台跌落的描述 (Option b)
videomme:816-3,28,multi,3,yes,sufficient,consistent,问题询问表演后观众的行为。Caption证据分为三类独立事件：1.大量片段显示观众抚摸狮子头；2.部分片段显示观众与狮子合影；3.另一组片段显示儿童（作为观众/参与者）在尝试击鼓。这三个行为分别对应选项A、B、C。由于参考答案为“以上所有”，且证据分散在不同时间段的不同活动中，需要联合多个语义组才能完整回答并验证D选项的正确性。,G01 1210.0-1600.0s 观众抚摸狮子头部 | G02 1370.0-1420.0s 观众与狮子合影 | G03 1730.0-1780.0s 尝试击鼓,
videomme:817-1,70,multi,3,yes,partial,conflict,视频包含三个明显的不同技能段落：棍棒杂耍、跳绳和独轮车。虽然参考答案为“以上所有”，但Caption中仅出现棍棒（clubs）而非瓶子（bottles），导致选项B缺乏直接文本证据，故覆盖度为部分且与参考答案存在细节冲突。回答需联合多个组以确认主要技能类型。,G01 940.0-1140.0s 杂耍抛接棍棒 | G02 1140.0-1340.0s 跳绳杂技 | G03 1390.0-1690.0s 独轮车特技,关于'瓶子杂耍'（Bottle juggling）的直接视觉描述，Caption中均为'clubs'（棍棒）。
videomme:817-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:817-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:818-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:818-2,159,multi,2,yes,sufficient,consistent,视频前半部分展示女性在“死亡球”笼内体验，后半部分详细记录其训练并正式表演“空中飞人”。需结合这两个不同时间段的独立事件才能完整回答她参与的项目。,G01 360.0-670.0s 死亡球表演参与 | G02 980.0-1950.0s 空中飞人训练与表演,
videomme:818-3,46,multi,3,yes,sufficient,consistent,"视频通过字幕和旁白清晰划分为三天（Day 1, Day 2, Day 3），分别对应不同的活动阶段：从初步体验、广泛试训到最终选定项目并完成演出。回答需综合这三个时间段的叙事内容才能准确概括为“马戏女演员的三天生活”。",G01 0.0-220.0s 第一天：初识与尝试多种马戏项目 | G02 710.0-980.0s 第二天：深入训练与寻找定位 | G03 970.0-2114.0s 第三天：挑战空中飞人与最终演出,
videomme:819-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:819-2,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:819-3,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:820-1,0,not_reviewable,0,unclear,unclear,unclear,历史仅技术失败,,
videomme:820-2,27,multi,11,yes,sufficient,consistent,"视频展示了多个不同的才艺表演片段（如Dumayas, Unbeatable, Zookaro等）。每个片段都明确显示表演者是由多人组成的团体（Group/Troupe/Crew），且通常穿着统一服装。选项A错误因为有女团；选项C无法从文本确认评委是否完全一致且非主要特征；选项D错误因为使用了麦克风、LED灯、伞等道具。所有片段的共同特征是它们都是团体 audition。",G01 0.0-20.0s Dumayas女子舞蹈团 | G02 270.0-290.0s Unbeatable男子舞蹈团 | G03 480.0-670.0s Zookaro LED灯光舞团 | G04 950.0-970.0s Urban Crew红装男团 | G05 1160.0-1180.0s Waffle Crew篮球风舞团 | G06 1410.0-1430.0s Junior New System少年舞团 | G07 1640.0-1660.0s Diavolo白色服装舞团 | G08 1890.0-1910.0s Chapkids青少年舞团 | G09 2080.0-2120.0s Fusion Japan混合舞团 | G10 2310.0-2330.0s Light Balance Kids儿童舞团 | G11 2590.0-2610.0s Just Jerk白色缎面舞团,
videomme:820-3,48,multi,2,yes,sufficient,consistent,题目询问哪两场表演使用了光带。Caption中明确描述了两个不同的表演团体（Zookaro和Light Balance Kids）均穿着带有LED/霓虹光带的服装进行表演。根据时间顺序和Recap编号（第3组和第11组），这两场分别对应“从开始算第三个”和“倒数第二个”。需要联合这两个独立的事件组来回答问题。,G01 480.0-590.0s 第三场表演：LED光带服装 | G02 2340.0-2440.0s 倒数第二场表演：LED光带机器人舞,
videomme:821-1,93,multi,4,yes,sufficient,consistent,视频按顺序展示了四个主要制作阶段：先去除旧装饰(b)，再缠绕新毛线(c)，接着制作尾巴(a)，最后添加蝴蝶结(d)。回答需要联合这四个不同时间段的证据来确定正确顺序。,G01 130.0-140.0s 去除原装饰 | G02 180.0-290.0s 缠绕棕色毛线 | G03 650.0-790.0s 制作白色尾巴 | G04 940.0-980.0s 制作并系上蝴蝶结,
